Date,Nationality,Pending further review,Pending initial decision (6 months or less),Pending initial decision (more than 6 months)
2021-12-31,Slovakia,,1,
2021-12-31,St. Kitts and Nevis,,7,14
2021-12-31,St. Lucia,,8,36
2021-12-31,Sweden,,2,2
2021-12-31,Tajikistan,,5,5
2021-12-31,Turkmenistan,,10,31
2021-12-31,United Arab Emirates,,4,10
2021-12-31,Vanuatu,,4,2
2021-12-31,Venezuela,,3,28
2021-12-31,Zambia,,3,50
2021-12-31,American Samoa,,,5
2021-12-31,Australia,,,2
2021-12-31,"Bahamas, The",,,1
2021-12-31,Comoros,,,2
2021-12-31,Cyprus,,,1
2021-12-31,Cyprus (Northern part of),,,4
2021-12-31,East Timor,,,2
2021-12-31,Equatorial Guinea,,,9
2021-12-31,Fiji,,,2
2021-12-31,France,,,2
2021-12-31,Gabon,,,7
2021-12-31,Haiti,,,11
2021-12-31,Hungary,,,2
2021-12-31,Laos,,,2
2021-12-31,Macedonia,,,11
2021-12-31,Norway,,,1
2021-12-31,Paraguay,,,1
2021-12-31,Portugal,,,2
2021-12-31,San Marino,,,1
2021-12-31,Serbia,,,1
2021-12-31,Surinam,,,1
2021-12-31,Swaziland,,,3
2021-12-31,Taiwan,,,6
2021-12-31,Uruguay,,,2
2022-03-31,Afghanistan,143,3057,2918
2022-03-31,Albania,299,2951,9789
2022-03-31,Algeria,49,156,362
2022-03-31,Angola,16,9,132
2022-03-31,Argentina,4,7,16
2022-03-31,Armenia,1,4,9
2022-03-31,Azerbaijan,6,13,58
2022-03-31,Bangladesh,286,845,2507
2022-03-31,Benin,1,2,29
2022-03-31,Bolivia,1,6,17
2022-03-31,Bosnia and Herzegovina,1,,2
2022-03-31,Botswana,7,28,91
2022-03-31,Brazil,13,124,207
2022-03-31,British overseas citizens,9,2,36
2022-03-31,Burma,6,38,70
2022-03-31,Burundi,1,8,9
2022-03-31,Cameroon,38,114,263
2022-03-31,Chad,7,164,152
2022-03-31,Chile,5,3,8
2022-03-31,China,107,362,2092
2022-03-31,Colombia,8,2,50
2022-03-31,Congo,5,33,39
2022-03-31,Congo (Democratic Republic),41,41,162
2022-03-31,Costa Rica,1,1,5
2022-03-31,Cuba,1,6,13
2022-03-31,Cyprus (Northern part of),1,2,4
2022-03-31,Ecuador,2,2,18
2022-03-31,Egypt,59,378,655
2022-03-31,El Salvador,185,1302,1355
2022-03-31,Eritrea,38,1877,4841
2022-03-31,Ethiopia,128,391,940
2022-03-31,Finland,1,,
2022-03-31,"Gambia, The",16,49,228
2022-03-31,Georgia,14,334,474
2022-03-31,Ghana,23,86,337
2022-03-31,Grenada,6,9,35
2022-03-31,Guatemala,1,8,21
2022-03-31,Guinea,7,39,116
2022-03-31,Guyana,5,1,4
2022-03-31,Honduras,18,447,502
2022-03-31,Hong Kong,8,44,82
2022-03-31,India,148,908,1943
2022-03-31,Indonesia,1,22,79
2022-03-31,Iran,365,6366,7637
2022-03-31,Iraq,781,5463,6693
2022-03-31,Israel,4,11,14
2022-03-31,Ivory Coast,3,16,91
2022-03-31,Jamaica,25,18,170
2022-03-31,Jordan,17,40,93
2022-03-31,Kazakhstan,4,26,49
2022-03-31,Kenya,29,41,302
2022-03-31,Korea (North),4,1,17
2022-03-31,Korea (South),1,3,
2022-03-31,Kosovo,6,7,50
2022-03-31,Kuwait,12,417,754
2022-03-31,Kyrgyzstan,13,9,11
2022-03-31,Latvia,1,,2
2022-03-31,Lebanon,16,47,120
2022-03-31,Liberia,2,3,20
2022-03-31,Libya,12,199,660
2022-03-31,Lithuania,1,,2
2022-03-31,Macau,1,1,4
2022-03-31,Malawi,9,12,59
2022-03-31,Malaysia,34,103,362
2022-03-31,Mali,2,16,54
2022-03-31,Mauritius,8,28,80
2022-03-31,Mexico,3,27,50
2022-03-31,Mongolia,13,2,48
2022-03-31,Morocco,22,79,297
2022-03-31,Namibia,81,194,608
2022-03-31,Nepal,24,129,321
2022-03-31,Nicaragua,8,104,94
2022-03-31,Niger,1,12,11
2022-03-31,Nigeria,223,614,2356
2022-03-31,Occupied Palestinian Territories,43,149,394
2022-03-31,Oman,1,3,21
2022-03-31,Pakistan,385,909,3534
2022-03-31,Philippines,15,182,546
2022-03-31,Poland,1,2,5
2022-03-31,Qatar,1,6,7
2022-03-31,Refugee,6,31,170
2022-03-31,Romania,1,2,10
2022-03-31,Russia,49,167,533
2022-03-31,Rwanda,3,3,32
2022-03-31,Saudi Arabia,2,51,135
2022-03-31,Senegal,2,13,59
2022-03-31,Sierra Leone,31,58,238
2022-03-31,Singapore,1,,5
2022-03-31,Somalia,68,557,654
2022-03-31,South Africa,13,24,104
2022-03-31,Spain,1,,
2022-03-31,Sri Lanka,185,275,1228
2022-03-31,St. Lucia,1,7,40
2022-03-31,St. Vincent and the Grenadines,6,11,25
2022-03-31,Stateless,31,415,1359
2022-03-31,Sudan,53,1207,2744
2022-03-31,Sudan (South),6,32,109
2022-03-31,Syria,12,2745,2619
2022-03-31,Tanzania,6,6,78
2022-03-31,Thailand,10,18,101
2022-03-31,Togo,3,9,23
2022-03-31,Trinidad and Tobago,19,59,100
2022-03-31,Tunisia,2,30,75
2022-03-31,Turkey,104,436,1372
2022-03-31,Uganda,28,71,209
2022-03-31,Ukraine,55,240,183
2022-03-31,United States,5,15,103
2022-03-31,Uzbekistan,5,36,56
2022-03-31,Venezuela,3,5,26
2022-03-31,Vietnam,151,364,3294
2022-03-31,Western Sahara,1,1,4
2022-03-31,Yemen,39,349,462
2022-03-31,Zambia,1,4,52
2022-03-31,Zimbabwe,84,22,330
2022-03-31,Antigua and Barbuda,,5,11
2022-03-31,Australia,,1,2
2022-03-31,Bahrain,,3,6
2022-03-31,Barbados,,2,15
2022-03-31,Belarus,,33,52
2022-03-31,Belize,,1,3
2022-03-31,Bulgaria,,3,
2022-03-31,Burkina,,1,12
2022-03-31,Canada,,4,13
2022-03-31,Central African Republic,,3,12
2022-03-31,Czech Republic,,3,1
2022-03-31,Denmark,,1,
2022-03-31,Dominica,,17,22
2022-03-31,Dominican Republic,,1,
2022-03-31,France,,1,1
2022-03-31,Germany,,1,1
2022-03-31,Greece,,3,1
2022-03-31,Hungary,,2,4
2022-03-31,Italy,,3,
2022-03-31,Japan,,2,5
2022-03-31,Macedonia,,2,11
2022-03-31,Moldova,,1,4
2022-03-31,Other and unknown,,7,123
2022-03-31,Panama,,2,
2022-03-31,Peru,,1,8
2022-03-31,Seychelles,,1,1
2022-03-31,Slovakia,,1,
2022-03-31,St. Kitts and Nevis,,10,14
2022-03-31,Sweden,,2,2
2022-03-31,Taiwan,,2,6
2022-03-31,Tajikistan,,16,8
2022-03-31,Turkmenistan,,8,37
2022-03-31,United Arab Emirates,,4,12
2022-03-31,Vanuatu,,4,3
2022-03-31,American Samoa,,,5
2022-03-31,Andorra,,,1
2022-03-31,"Bahamas, The",,,1
2022-03-31,Bhutan,,,2
2022-03-31,Comoros,,,2
2022-03-31,Cyprus,,,1
2022-03-31,Djibouti,,,4
2022-03-31,East Timor,,,2
2022-03-31,Equatorial Guinea,,,8
2022-03-31,Fiji,,,2
2022-03-31,Gabon,,,7
2022-03-31,Guinea-Bissau,,,8
2022-03-31,Haiti,,,10
2022-03-31,Laos,,,2
2022-03-31,Malta,,,1
2022-03-31,Mauritania,,,7
2022-03-31,Mozambique,,,4
2022-03-31,New Zealand,,,1
2022-03-31,Norway,,,1
2022-03-31,Portugal,,,2
2022-03-31,San Marino,,,1
2022-03-31,Serbia,,,1
2022-03-31,Surinam,,,1
2022-03-31,Swaziland,,,3
2022-03-31,Uruguay,,,2
2022-06-30,Afghanistan,125,3180,3819
2022-06-30,Albania,268,4425,10978
2022-06-30,Algeria,58,133,435
2022-06-30,Angola,15,13,130
2022-06-30,Argentina,4,10,18
2022-06-30,Azerbaijan,5,26,60
2022-06-30,Bangladesh,243,1520,2771
2022-06-30,Barbados,1,1,17
2022-06-30,Belarus,1,30,69
2022-06-30,Belize,1,1,3
2022-06-30,Bolivia,2,5,12
2022-06-30,Bosnia and Herzegovina,1,1,2
2022-06-30,Botswana,8,32,101
2022-06-30,Brazil,10,191,237
2022-06-30,British overseas citizens,14,2,37
2022-06-30,Burkina,1,2,12
2022-06-30,Burma,5,57,79
2022-06-30,Burundi,2,2,14
2022-06-30,Cameroon,44,131,282
2022-06-30,Central African Republic,2,2,14
2022-06-30,Chad,7,102,244
2022-06-30,China,84,444,2168
2022-06-30,Colombia,7,6,49
2022-06-30,Congo,3,38,49
2022-06-30,Congo (Democratic Republic),33,48,177
2022-06-30,Costa Rica,1,3,4
2022-06-30,Cuba,1,12,11
2022-06-30,Cyprus (Northern part of),1,4,4
2022-06-30,Dominica,3,22,23
2022-06-30,Ecuador,1,12,19
2022-06-30,Egypt,74,409,849
2022-06-30,El Salvador,209,1177,1853
2022-06-30,Eritrea,43,1622,5213
2022-06-30,Ethiopia,117,351,1106
2022-06-30,"Gambia, The",16,40,246
2022-06-30,Georgia,10,397,635
2022-06-30,Germany,1,1,1
2022-06-30,Ghana,19,100,358
2022-06-30,Greece,1,,3
2022-06-30,Grenada,10,17,37
2022-06-30,Guinea,12,40,121
2022-06-30,Guinea-Bissau,2,1,7
2022-06-30,Honduras,24,423,719
2022-06-30,Hong Kong,6,39,102
2022-06-30,India,132,1206,2085
2022-06-30,Indonesia,1,22,89
2022-06-30,Iran,431,3015,11768
2022-06-30,Iraq,770,2699,10536
2022-06-30,Ivory Coast,7,21,94
2022-06-30,Jamaica,19,16,176
2022-06-30,Jordan,7,22,110
2022-06-30,Kazakhstan,1,19,57
2022-06-30,Kenya,31,53,304
2022-06-30,Korea (North),6,3,12
2022-06-30,Korea (South),2,7,
2022-06-30,Kosovo,7,18,50
2022-06-30,Kuwait,9,369,911
2022-06-30,Kyrgyzstan,7,11,14
2022-06-30,Latvia,2,1,1
2022-06-30,Lebanon,22,47,138
2022-06-30,Liberia,3,4,21
2022-06-30,Libya,15,282,678
2022-06-30,Lithuania,2,,2
2022-06-30,Malawi,6,24,60
2022-06-30,Malaysia,32,158,367
2022-06-30,Maldives,2,2,
2022-06-30,Mali,2,9,63
2022-06-30,Mauritius,3,26,92
2022-06-30,Mexico,10,39,60
2022-06-30,Mongolia,10,11,48
2022-06-30,Morocco,40,86,298
2022-06-30,Namibia,76,249,672
2022-06-30,Nepal,20,187,380
2022-06-30,Nicaragua,11,97,146
2022-06-30,Niger,1,,22
2022-06-30,Nigeria,241,649,2522
2022-06-30,Occupied Palestinian Territories,50,127,429
2022-06-30,Oman,1,7,20
2022-06-30,Pakistan,354,1156,3723
2022-06-30,Philippines,24,200,625
2022-06-30,Poland,1,8,6
2022-06-30,Qatar,2,3,11
2022-06-30,Refugee,9,28,185
2022-06-30,Russia,25,203,568
2022-06-30,Rwanda,1,11,30
2022-06-30,Saudi Arabia,3,93,162
2022-06-30,Senegal,2,15,63
2022-06-30,Sierra Leone,27,36,262
2022-06-30,Somalia,65,350,877
2022-06-30,South Africa,9,30,113
2022-06-30,Spain,1,,
2022-06-30,Sri Lanka,184,396,1269
2022-06-30,St. Kitts and Nevis,4,4,20
2022-06-30,St. Lucia,2,10,40
2022-06-30,St. Vincent and the Grenadines,3,17,27
2022-06-30,Stateless,33,406,1491
2022-06-30,Sudan,65,1222,3170
2022-06-30,Sudan (South),6,42,127
2022-06-30,Syria,17,1797,4027
2022-06-30,Tanzania,6,11,71
2022-06-30,Thailand,5,21,109
2022-06-30,Togo,4,5,24
2022-06-30,Trinidad and Tobago,10,71,118
2022-06-30,Tunisia,3,34,91
2022-06-30,Turkey,89,644,1505
2022-06-30,Uganda,34,91,209
2022-06-30,Ukraine,26,427,209
2022-06-30,United States,4,19,97
2022-06-30,Uzbekistan,5,42,64
2022-06-30,Venezuela,7,15,27
2022-06-30,Vietnam,172,491,3206
2022-06-30,Western Sahara,1,1,4
2022-06-30,Yemen,31,313,553
2022-06-30,Zambia,1,5,51
2022-06-30,Zimbabwe,104,36,321
2022-06-30,Antigua and Barbuda,,4,8
2022-06-30,Armenia,,6,10
2022-06-30,Bahrain,,14,7
2022-06-30,Benin,,5,28
2022-06-30,Brunei,,1,
2022-06-30,Bulgaria,,2,
2022-06-30,Canada,,10,12
2022-06-30,Chile,,3,8
2022-06-30,Czech Republic,,2,1
2022-06-30,Djibouti,,1,4
2022-06-30,Dominican Republic,,1,1
2022-06-30,East Timor,,6,2
2022-06-30,France,,1,1
2022-06-30,Guatemala,,11,25
2022-06-30,Hungary,,4,4
2022-06-30,Israel,,12,13
2022-06-30,Italy,,3,
2022-06-30,Japan,,1,6
2022-06-30,Macedonia,,3,11
2022-06-30,Moldova,,2,4
2022-06-30,Norway,,2,1
2022-06-30,Other and unknown,,13,134
2022-06-30,Panama,,4,1
2022-06-30,Portugal,,1,2
2022-06-30,Romania,,3,9
2022-06-30,Singapore,,1,4
2022-06-30,Taiwan,,2,7
2022-06-30,Tajikistan,,44,9
2022-06-30,Turkmenistan,,7,39
2022-06-30,United Arab Emirates,,2,13
2022-06-30,American Samoa,,,5
2022-06-30,Andorra,,,1
2022-06-30,Australia,,,3
2022-06-30,"Bahamas, The",,,1
2022-06-30,Bhutan,,,2
2022-06-30,Comoros,,,2
2022-06-30,Cyprus,,,1
2022-06-30,Denmark,,,1
2022-06-30,Equatorial Guinea,,,8
2022-06-30,Fiji,,,2
2022-06-30,Gabon,,,6
2022-06-30,Guyana,,,5
2022-06-30,Haiti,,,10
2022-06-30,Laos,,,2
2022-06-30,Macau,,,5
2022-06-30,Malta,,,1
2022-06-30,Mauritania,,,7
2022-06-30,Mozambique,,,4
2022-06-30,Netherlands,,,1
2022-06-30,New Zealand,,,1
2022-06-30,Peru,,,9
2022-06-30,San Marino,,,1
2022-06-30,Serbia,,,1
2022-06-30,Seychelles,,,2
2022-06-30,Slovakia,,,1
2022-06-30,Surinam,,,1
2022-06-30,Swaziland,,,3
2022-06-30,Sweden,,,4
2022-06-30,Uruguay,,,2
2022-06-30,Vanuatu,,,7
2022-09-30,Afghanistan,116,4234,4846
2022-09-30,Albania,251,10806,12102
2022-09-30,Algeria,55,217,471
2022-09-30,Angola,12,20,128
2022-09-30,Argentina,4,8,23
2022-09-30,Azerbaijan,4,29,68
2022-09-30,Bangladesh,312,2095,3386
2022-09-30,Belarus,1,30,84
2022-09-30,Belize,1,,4
2022-09-30,Benin,1,5,29
2022-09-30,Bosnia and Herzegovina,1,1,2
2022-09-30,Botswana,5,79,107
2022-09-30,Brazil,13,300,286
2022-09-30,British overseas citizens,15,1,37
2022-09-30,Burkina,1,8,12
2022-09-30,Burma,5,85,98
2022-09-30,Burundi,1,9,13
2022-09-30,Cameroon,39,97,350
2022-09-30,Central African Republic,2,1,14
2022-09-30,Chad,14,109,267
2022-09-30,China,171,432,2285
2022-09-30,Colombia,7,19,48
2022-09-30,Congo,4,23,65
2022-09-30,Congo (Democratic Republic),28,65,182
2022-09-30,Cuba,1,9,15
2022-09-30,Ecuador,2,24,19
2022-09-30,Egypt,85,850,901
2022-09-30,El Salvador,225,558,2279
2022-09-30,Eritrea,33,1628,5350
2022-09-30,Ethiopia,128,474,1161
2022-09-30,"Gambia, The",10,37,259
2022-09-30,Georgia,24,718,731
2022-09-30,Germany,1,,2
2022-09-30,Ghana,21,88,367
2022-09-30,Grenada,8,19,40
2022-09-30,Guatemala,4,17,25
2022-09-30,Guinea,14,31,131
2022-09-30,Guinea-Bissau,1,1,6
2022-09-30,Guyana,5,1,4
2022-09-30,Honduras,48,450,878
2022-09-30,Hong Kong,14,28,118
2022-09-30,India,135,1309,2446
2022-09-30,Indonesia,1,36,97
2022-09-30,Iran,455,4237,12152
2022-09-30,Iraq,761,3158,11313
2022-09-30,Ivory Coast,11,22,96
2022-09-30,Jamaica,15,19,175
2022-09-30,Jordan,7,16,116
2022-09-30,Kazakhstan,3,25,69
2022-09-30,Kenya,25,59,322
2022-09-30,Korea (North),5,2,13
2022-09-30,Korea (South),1,8,2
2022-09-30,Kosovo,8,28,56
2022-09-30,Kuwait,10,338,1036
2022-09-30,Kyrgyzstan,8,33,21
2022-09-30,Latvia,1,2,1
2022-09-30,Lebanon,19,52,149
2022-09-30,Liberia,9,7,20
2022-09-30,Libya,13,370,733
2022-09-30,Lithuania,1,2,2
2022-09-30,Macau,1,,5
2022-09-30,Malawi,16,15,66
2022-09-30,Malaysia,40,137,436
2022-09-30,Maldives,2,4,
2022-09-30,Mali,2,9,62
2022-09-30,Mauritius,5,44,103
2022-09-30,Mexico,10,35,71
2022-09-30,Mongolia,9,17,51
2022-09-30,Morocco,31,103,312
2022-09-30,Mozambique,3,,3
2022-09-30,Namibia,114,290,710
2022-09-30,Nepal,19,699,443
2022-09-30,Nicaragua,14,90,175
2022-09-30,Niger,1,1,23
2022-09-30,Nigeria,257,528,2728
2022-09-30,Occupied Palestinian Territories,46,132,436
2022-09-30,Oman,2,12,22
2022-09-30,Pakistan,378,1284,4097
2022-09-30,Philippines,24,229,746
2022-09-30,Qatar,2,3,12
2022-09-30,Refugee,8,18,180
2022-09-30,Romania,1,5,7
2022-09-30,Russia,32,257,617
2022-09-30,Rwanda,6,15,34
2022-09-30,Saudi Arabia,1,135,167
2022-09-30,Senegal,1,16,65
2022-09-30,Sierra Leone,30,52,272
2022-09-30,Somalia,78,195,1031
2022-09-30,South Africa,13,20,125
2022-09-30,Spain,2,2,
2022-09-30,Sri Lanka,167,549,1399
2022-09-30,St. Kitts and Nevis,3,3,23
2022-09-30,St. Lucia,1,9,43
2022-09-30,St. Vincent and the Grenadines,3,17,35
2022-09-30,Stateless,32,468,1422
2022-09-30,Sudan,119,1750,3280
2022-09-30,Sudan (South),7,97,122
2022-09-30,Syria,9,2143,4633
2022-09-30,Tajikistan,1,122,22
2022-09-30,Tanzania,9,20,73
2022-09-30,Thailand,6,63,119
2022-09-30,Togo,1,2,29
2022-09-30,Trinidad and Tobago,10,67,134
2022-09-30,Tunisia,2,49,100
2022-09-30,Turkey,104,1069,1553
2022-09-30,Turkmenistan,1,3,44
2022-09-30,Uganda,28,73,246
2022-09-30,Ukraine,13,274,627
2022-09-30,United States,3,28,101
2022-09-30,Uzbekistan,2,82,86
2022-09-30,Venezuela,3,13,29
2022-09-30,Vietnam,170,554,3133
2022-09-30,Western Sahara,1,3,3
2022-09-30,Yemen,39,296,612
2022-09-30,Zambia,1,6,52
2022-09-30,Zimbabwe,98,45,319
2022-09-30,Antigua and Barbuda,,2,13
2022-09-30,Armenia,,6,14
2022-09-30,Australia,,1,3
2022-09-30,Bahrain,,17,9
2022-09-30,Barbados,,2,16
2022-09-30,Bolivia,,8,18
2022-09-30,Brunei,,1,
2022-09-30,Bulgaria,,1,2
2022-09-30,Canada,,18,16
2022-09-30,Costa Rica,,4,5
2022-09-30,Cyprus (Northern part of),,4,6
2022-09-30,Denmark,,1,1
2022-09-30,Djibouti,,1,4
2022-09-30,Dominica,,14,35
2022-09-30,Dominican Republic,,3,1
2022-09-30,East Timor,,6,2
2022-09-30,France,,1,2
2022-09-30,Gabon,,1,6
2022-09-30,Greece,,5,4
2022-09-30,Hungary,,8,5
2022-09-30,Israel,,10,22
2022-09-30,Japan,,1,7
2022-09-30,Macedonia,,4,13
2022-09-30,Moldova,,5,3
2022-09-30,Montenegro,,2,1
2022-09-30,Other and unknown,,12,130
2022-09-30,Panama,,3,3
2022-09-30,Peru,,4,9
2022-09-30,Poland,,19,6
2022-09-30,Portugal,,1,2
2022-09-30,Serbia,,1,1
2022-09-30,Singapore,,5,4
2022-09-30,Swaziland,,1,3
2022-09-30,Sweden,,1,4
2022-09-30,Taiwan,,2,8
2022-09-30,United Arab Emirates,,2,15
2022-09-30,Vanuatu,,2,6
2022-09-30,American Samoa,,,5
2022-09-30,Andorra,,,1
2022-09-30,"Bahamas, The",,,1
2022-09-30,Bhutan,,,2
2022-09-30,Chile,,,10
2022-09-30,Comoros,,,2
2022-09-30,Cyprus,,,1
2022-09-30,Czech Republic,,,3
2022-09-30,Equatorial Guinea,,,8
2022-09-30,Fiji,,,2
2022-09-30,Haiti,,,10
2022-09-30,Italy,,,3
2022-09-30,Laos,,,2
2022-09-30,Malta,,,1
2022-09-30,Mauritania,,,7
2022-09-30,Netherlands,,,1
2022-09-30,New Zealand,,,1
2022-09-30,San Marino,,,1
2022-09-30,Sao Tome and Principe,,,1
2022-09-30,Seychelles,,,2
2022-09-30,Slovakia,,,1
2022-09-30,Surinam,,,1
2022-09-30,Uruguay,,,2
2022-12-31,Afghanistan,123,7390,5666
2022-12-31,Albania,267,10087,14660
2022-12-31,Algeria,69,266,520
2022-12-31,Angola,4,20,127
2022-12-31,Argentina,4,8,25
2022-12-31,Armenia,1,4,15
2022-12-31,Azerbaijan,5,25,83
2022-12-31,Bangladesh,376,1808,4596
2022-12-31,Belarus,1,30,95
2022-12-31,Belize,1,,3
2022-12-31,Bolivia,6,40,16
2022-12-31,Bosnia and Herzegovina,1,,3
2022-12-31,Botswana,5,124,126
2022-12-31,Brazil,21,379,394
2022-12-31,British overseas citizens,16,2,37
2022-12-31,Burkina,1,21,12
2022-12-31,Burma,6,69,141
2022-12-31,Burundi,3,14,13
2022-12-31,Cameroon,29,106,385
2022-12-31,Central African Republic,1,2,14
2022-12-31,Chad,13,103,302
2022-12-31,China,164,361,2374
2022-12-31,Colombia,11,93,51
2022-12-31,Congo,5,12,82
2022-12-31,Congo (Democratic Republic),27,88,199
2022-12-31,Cuba,1,11,23
2022-12-31,Dominica,1,20,43
2022-12-31,Ecuador,2,22,31
2022-12-31,Egypt,93,966,1088
2022-12-31,El Salvador,203,51,2658
2022-12-31,Eritrea,36,1622,5410
2022-12-31,Ethiopia,113,481,1211
2022-12-31,"Gambia, The",11,31,272
2022-12-31,Georgia,25,849,971
2022-12-31,Germany,1,2,2
2022-12-31,Ghana,27,66,404
2022-12-31,Greece,3,8,5
2022-12-31,Grenada,9,20,52
2022-12-31,Guatemala,1,25,32
2022-12-31,Guinea,13,24,131
2022-12-31,Guinea-Bissau,2,,5
2022-12-31,Honduras,52,606,1052
2022-12-31,Hong Kong,17,14,129
2022-12-31,India,139,1581,3059
2022-12-31,Indonesia,1,60,114
2022-12-31,Iran,519,5694,12899
2022-12-31,Iraq,664,3563,12324
2022-12-31,Ireland,1,,
2022-12-31,Israel,1,15,21
2022-12-31,Ivory Coast,14,19,107
2022-12-31,Jamaica,18,14,184
2022-12-31,Jordan,17,20,97
2022-12-31,Kenya,31,45,345
2022-12-31,Korea (North),4,,14
2022-12-31,Korea (South),2,4,7
2022-12-31,Kosovo,7,26,73
2022-12-31,Kuwait,17,292,1167
2022-12-31,Kyrgyzstan,5,118,24
2022-12-31,Latvia,1,4,
2022-12-31,Lebanon,16,51,157
2022-12-31,Liberia,3,8,24
2022-12-31,Libya,17,287,847
2022-12-31,Lithuania,1,12,2
2022-12-31,Macau,1,,5
2022-12-31,Malawi,15,9,79
2022-12-31,Malaysia,50,98,505
2022-12-31,Mali,3,13,62
2022-12-31,Mauritius,13,54,111
2022-12-31,Mexico,10,14,91
2022-12-31,Mongolia,3,3,60
2022-12-31,Morocco,32,126,333
2022-12-31,Namibia,123,372,822
2022-12-31,Nepal,33,960,569
2022-12-31,Nicaragua,11,97,218
2022-12-31,Niger,1,4,23
2022-12-31,Nigeria,239,451,2940
2022-12-31,Occupied Palestinian Territories,43,119,462
2022-12-31,Pakistan,407,1273,4586
2022-12-31,Philippines,58,217,856
2022-12-31,Qatar,2,6,12
2022-12-31,Refugee,9,17,175
2022-12-31,Romania,1,9,11
2022-12-31,Russia,41,302,670
2022-12-31,Rwanda,5,13,42
2022-12-31,Saudi Arabia,4,122,223
2022-12-31,Senegal,3,15,70
2022-12-31,Sierra Leone,28,90,248
2022-12-31,Somalia,70,211,1036
2022-12-31,South Africa,14,22,128
2022-12-31,Spain,1,1,
2022-12-31,Sri Lanka,172,668,1554
2022-12-31,St. Kitts and Nevis,1,3,19
2022-12-31,St. Lucia,1,21,43
2022-12-31,St. Vincent and the Grenadines,3,13,46
2022-12-31,Stateless,33,338,1556
2022-12-31,Sudan,124,1823,3546
2022-12-31,Sudan (South),6,99,141
2022-12-31,Surinam,1,,1
2022-12-31,Syria,10,2611,4761
2022-12-31,Tajikistan,6,246,54
2022-12-31,Tanzania,4,34,75
2022-12-31,Thailand,12,80,133
2022-12-31,Togo,5,3,27
2022-12-31,Trinidad and Tobago,6,59,167
2022-12-31,Tunisia,3,98,119
2022-12-31,Turkey,107,1293,1852
2022-12-31,Uganda,21,79,270
2022-12-31,Ukraine,12,105,871
2022-12-31,United States,7,40,107
2022-12-31,Uzbekistan,4,287,100
2022-12-31,Venezuela,1,2,41
2022-12-31,Vietnam,192,416,3273
2022-12-31,Western Sahara,1,2,3
2022-12-31,Yemen,35,295,643
2022-12-31,Zambia,1,8,55
2022-12-31,Zimbabwe,106,56,322
2022-12-31,Antigua and Barbuda,,3,10
2022-12-31,Australia,,4,2
2022-12-31,"Bahamas, The",,1,1
2022-12-31,Bahrain,,15,19
2022-12-31,Barbados,,1,18
2022-12-31,Benin,,3,31
2022-12-31,Bulgaria,,1,2
2022-12-31,Canada,,9,27
2022-12-31,Chile,,1,10
2022-12-31,Costa Rica,,6,7
2022-12-31,Cyprus (Northern part of),,4,8
2022-12-31,Czech Republic,,4,3
2022-12-31,Denmark,,1,1
2022-12-31,Djibouti,,1,5
2022-12-31,Dominican Republic,,2,2
2022-12-31,East Timor,,6,8
2022-12-31,France,,1,1
2022-12-31,Gabon,,1,6
2022-12-31,Guyana,,5,4
2022-12-31,Haiti,,1,10
2022-12-31,Hungary,,19,6
2022-12-31,Italy,,1,3
2022-12-31,Japan,,1,8
2022-12-31,Kazakhstan,,75,80
2022-12-31,Luxembourg,,1,
2022-12-31,Macedonia,,4,14
2022-12-31,Maldives,,5,2
2022-12-31,Mauritania,,4,7
2022-12-31,Moldova,,9,6
2022-12-31,Montenegro,,2,1
2022-12-31,Mozambique,,1,3
2022-12-31,Netherlands,,2,
2022-12-31,Oman,,16,26
2022-12-31,Other and unknown,,6,127
2022-12-31,Panama,,1,5
2022-12-31,Peru,,11,7
2022-12-31,Poland,,36,10
2022-12-31,Portugal,,2,2
2022-12-31,Serbia,,1,1
2022-12-31,Singapore,,3,7
2022-12-31,Slovakia,,3,1
2022-12-31,Solomon Islands,,1,
2022-12-31,Swaziland,,4,3
2022-12-31,Sweden,,3,3
2022-12-31,Taiwan,,3,9
2022-12-31,Turkmenistan,,9,46
2022-12-31,United Arab Emirates,,5,14
2022-12-31,American Samoa,,,1
2022-12-31,Andorra,,,1
2022-12-31,Bhutan,,,2
2022-12-31,Brunei,,,1
2022-12-31,Comoros,,,2
2022-12-31,Cyprus,,,1
2022-12-31,Equatorial Guinea,,,8
2022-12-31,Fiji,,,2
2022-12-31,Laos,,,2
2022-12-31,Malta,,,1
2022-12-31,New Zealand,,,1
2022-12-31,San Marino,,,1
2022-12-31,Sao Tome and Principe,,,1
2022-12-31,Seychelles,,,2
2022-12-31,Uruguay,,,2
2022-12-31,Vanuatu,,,8
2023-03-31,Afghanistan,,6259,7851
2023-03-31,Albania,,3612,16928
2023-03-31,Algeria,,336,658
2023-03-31,Angola,,30,147
2023-03-31,Antigua and Barbuda,,2,11
2023-03-31,Argentina,,6,30
2023-03-31,Armenia,,2,24
2023-03-31,Australia,,3,3
2023-03-31,Azerbaijan,,58,108
2023-03-31,"Bahamas, The",,1,2
2023-03-31,Bahrain,,16,34
2023-03-31,Bangladesh,,2214,5456
2023-03-31,Barbados,,2,17
2023-03-31,Belarus,,29,115
2023-03-31,Benin,,3,35
2023-03-31,Bolivia,,59,27
2023-03-31,Botswana,,198,188
2023-03-31,Brazil,,552,564
2023-03-31,British overseas citizens,,7,146
2023-03-31,Bulgaria,,1,3
